"Species","name","prop","pipeline"
"Neisseria meningitidis","Koz121205_C",0,"QIIME2"
"Neisseria meningitidis","Koz121207_A",0.00144578313253012,"QIIME2"
"Neisseria meningitidis","Koz121207_B",0,"QIIME2"
"Neisseria meningitidis","Koz121207_C",0,"QIIME2"
"Neisseria meningitidis","Koz130125_A",0.0193790010016113,"QIIME2"
"Neisseria meningitidis","Koz130125_B",0.0220359103724588,"QIIME2"
"Neisseria meningitidis","Koz130125_C",0.0202866022099447,"QIIME2"
"Neisseria meningitidis","Koz130211_A",0.019580048746163,"QIIME2"
"Neisseria meningitidis","Koz130211_B",0.0226201696512724,"QIIME2"
"Neisseria meningitidis","Koz130211_C",0.0177943221794977,"QIIME2"
"Neisseria meningitidis","Koz130220_A",0.010441890877268,"QIIME2"
"Neisseria meningitidis","Koz130220_B",0.0126277921553512,"QIIME2"
"Neisseria meningitidis","Koz130220_C",0.0089122073715827,"QIIME2"
"Neisseria meningitidis","Koz130306_A",0.00902697751381379,"QIIME2"
"Neisseria meningitidis","Koz130306_B",0.0108144459186826,"QIIME2"
"Neisseria meningitidis","Koz130306_C",0.00429807124053081,"QIIME2"
"Neisseria meningitidis","Koz130401_A",0.00856073625544081,"QIIME2"
"Neisseria meningitidis","Koz130401_B",0.00924182782817046,"QIIME2"
"Neisseria meningitidis","Koz130401_C",0.00272448306518684,"QIIME2"
"Neisseria meningitidis","Koz130403_A",0.012890139678476,"QIIME2"
"Neisseria meningitidis","Koz130403_B",0.0161070663073272,"QIIME2"
"Neisseria meningitidis","Koz130403_C",0.00621225956581932,"QIIME2"
"Neisseria meningitidis","Koz130417_A",0.0172663861824624,"QIIME2"
"Neisseria meningitidis","Koz130417_B",0.0246176553923604,"QIIME2"
"Neisseria meningitidis","Koz130417_C",0.00935001651285822,"QIIME2"
"Neisseria meningitidis","Koz130422_A",0.0197648318416184,"QIIME2"
"Neisseria meningitidis","Koz130422_B",0.023817970451308,"QIIME2"
"Neisseria meningitidis","Koz130422_C",0.0113715921796466,"QIIME2"
"Porphyromonas gingivalis","Koz121203_A",0,"QIIME2"
"Porphyromonas gingivalis","Koz121203_B",0,"QIIME2"
"Porphyromonas gingivalis","Koz121203_C",0,"QIIME2"
"Porphyromonas gingivalis","Koz121205_A",0.0123227156475238,"QIIME2"
"Porphyromonas gingivalis","Koz121205_B",0.00918727915194346,"QIIME2"
"Porphyromonas gingivalis","Koz121205_C",0,"QIIME2"
"Porphyromonas gingivalis","Koz121207_A",0.0120481927710843,"QIIME2"
"Porphyromonas gingivalis","Koz121207_B",0.0124309392265193,"QIIME2"
"Porphyromonas gingivalis","Koz121207_C",0,"QIIME2"
"Porphyromonas gingivalis","Koz130125_A",0.0248225406088055,"QIIME2"
"Porphyromonas gingivalis","Koz130125_B",0.0243359548894495,"QIIME2"
"Porphyromonas gingivalis","Koz130125_C",0.0239122928176796,"QIIME2"
"Porphyromonas gingivalis","Koz130211_A",0.0262189090241589,"QIIME2"
"Porphyromonas gingivalis","Koz130211_B",0.0257618598806158,"QIIME2"
"Porphyromonas gingivalis","Koz130211_C",0.0251302189860645,"QIIME2"
"Porphyromonas gingivalis","Koz130220_A",0.0243047440990886,"QIIME2"
"Porphyromonas gingivalis","Koz130220_B",0.0233100233100233,"QIIME2"
"Porphyromonas gingivalis","Koz130220_C",0.0211179376637871,"QIIME2"
"Porphyromonas gingivalis","Koz130306_A",0.0231953432024348,"QIIME2"
"Porphyromonas gingivalis","Koz130306_B",0.0224467911085261,"QIIME2"
"Porphyromonas gingivalis","Koz130306_C",0.0165117570157059,"QIIME2"
"Porphyromonas gingivalis","Koz130401_A",0.0143026934999438,"QIIME2"
"Porphyromonas gingivalis","Koz130401_B",0.0159164812596269,"QIIME2"
"Porphyromonas gingivalis","Koz130401_C",0.0074220654449511,"QIIME2"
"Porphyromonas gingivalis","Koz130403_A",0.0207494070253379,"QIIME2"
"Porphyromonas gingivalis","Koz130403_B",0.0219281359360544,"QIIME2"
"Porphyromonas gingivalis","Koz130403_C",0.0151521399746679,"QIIME2"
"Porphyromonas gingivalis","Koz130417_A",0.0267936226749336,"QIIME2"
"Porphyromonas gingivalis","Koz130417_B",0.0286569013119313,"QIIME2"
"Porphyromonas gingivalis","Koz130417_C",0.0192265751085798,"QIIME2"
"Porphyromonas gingivalis","Koz130422_A",0.0259774411375227,"QIIME2"
"Porphyromonas gingivalis","Koz130422_B",0.0282224393225741,"QIIME2"
"Porphyromonas gingivalis","Koz130422_C",0.0219359658930605,"QIIME2"
"Cutibacterium acnes","Koz121203_A",0,"QIIME2"
"Cutibacterium acnes","Koz121203_B",0,"QIIME2"
"Cutibacterium acnes","Koz121203_C",0,"QIIME2"
"Cutibacterium acnes","Koz121205_A",0,"QIIME2"
"Cutibacterium acnes","Koz121205_B",0,"QIIME2"
"Cutibacterium acnes","Koz121205_C",0,"QIIME2"
"Cutibacterium acnes","Koz121207_A",0,"QIIME2"
"Cutibacterium acnes","Koz121207_B",0,"QIIME2"
"Cutibacterium acnes","Koz121207_C",0,"QIIME2"
"Cutibacterium acnes","Koz130125_A",0,"QIIME2"
"Cutibacterium acnes","Koz130125_B",0,"QIIME2"
"Cutibacterium acnes","Koz130125_C",0,"QIIME2"
"Cutibacterium acnes","Koz130211_A",0,"QIIME2"
"Cutibacterium acnes","Koz130211_B",0,"QIIME2"
"Cutibacterium acnes","Koz130211_C",0,"QIIME2"
"Cutibacterium acnes","Koz130220_A",0,"QIIME2"
"Cutibacterium acnes","Koz130220_B",0,"QIIME2"
"Cutibacterium acnes","Koz130220_C",0,"QIIME2"
"Cutibacterium acnes","Koz130306_A",0,"QIIME2"
"Cutibacterium acnes","Koz130306_B",0,"QIIME2"
"Cutibacterium acnes","Koz130306_C",0,"QIIME2"
"Cutibacterium acnes","Koz130401_A",0,"QIIME2"
"Cutibacterium acnes","Koz130401_B",0,"QIIME2"
"Cutibacterium acnes","Koz130401_C",0,"QIIME2"
"Cutibacterium acnes","Koz130403_A",0,"QIIME2"
"Cutibacterium acnes","Koz130403_B",0,"QIIME2"
"Cutibacterium acnes","Koz130403_C",0,"QIIME2"
"Cutibacterium acnes","Koz130417_A",0,"QIIME2"
"Cutibacterium acnes","Koz130417_B",0,"QIIME2"
"Cutibacterium acnes","Koz130417_C",0,"QIIME2"
"Cutibacterium acnes","Koz130422_A",0,"QIIME2"
"Cutibacterium acnes","Koz130422_B",0,"QIIME2"
"Cutibacterium acnes","Koz130422_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121203_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121203_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121203_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121205_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121205_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121205_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121207_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121207_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz121207_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130125_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130125_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130125_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130211_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130211_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130211_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130220_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130220_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130220_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130306_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130306_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130306_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130401_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130401_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130401_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130403_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130403_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130403_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130417_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130417_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130417_C",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130422_A",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130422_B",0,"QIIME2"
"Pseudomonas aeruginosa","Koz130422_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz121203_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz121203_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz121203_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz121205_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz121205_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz121205_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz121207_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz121207_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz121207_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz130125_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz130125_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz130125_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz130211_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz130211_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz130211_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz130220_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz130220_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz130220_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz130306_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz130306_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz130306_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz130401_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz130401_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz130401_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz130403_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz130403_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz130403_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz130417_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz130417_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz130417_C",0,"QIIME2"
"Cereibacter sphaeroides","Koz130422_A",0,"QIIME2"
"Cereibacter sphaeroides","Koz130422_B",0,"QIIME2"
"Cereibacter sphaeroides","Koz130422_C",0,"QIIME2"
"Staphylococcus aureus","Koz121203_A",0,"QIIME2"
"Staphylococcus aureus","Koz121203_B",0,"QIIME2"
"Staphylococcus aureus","Koz121203_C",0,"QIIME2"
"Staphylococcus aureus","Koz121205_A",0,"QIIME2"
"Staphylococcus aureus","Koz121205_B",0,"QIIME2"
"Staphylococcus aureus","Koz121205_C",0,"QIIME2"
"Staphylococcus aureus","Koz121207_A",0,"QIIME2"
"Staphylococcus aureus","Koz121207_B",0,"QIIME2"
"Staphylococcus aureus","Koz121207_C",0,"QIIME2"
"Staphylococcus aureus","Koz130125_A",0,"QIIME2"
"Staphylococcus aureus","Koz130125_B",0,"QIIME2"
"Staphylococcus aureus","Koz130125_C",0,"QIIME2"
"Staphylococcus aureus","Koz130211_A",0,"QIIME2"
"Staphylococcus aureus","Koz130211_B",0,"QIIME2"
"Staphylococcus aureus","Koz130211_C",0,"QIIME2"
"Staphylococcus aureus","Koz130220_A",0,"QIIME2"
"Staphylococcus aureus","Koz130220_B",0,"QIIME2"
"Staphylococcus aureus","Koz130220_C",0,"QIIME2"
"Staphylococcus aureus","Koz130306_A",0,"QIIME2"
"Staphylococcus aureus","Koz130306_B",0,"QIIME2"
"Staphylococcus aureus","Koz130306_C",0,"QIIME2"
"Staphylococcus aureus","Koz130401_A",0,"QIIME2"
"Staphylococcus aureus","Koz130401_B",0,"QIIME2"
"Staphylococcus aureus","Koz130401_C",0,"QIIME2"
"Staphylococcus aureus","Koz130403_A",0,"QIIME2"
"Staphylococcus aureus","Koz130403_B",0,"QIIME2"
"Staphylococcus aureus","Koz130403_C",0,"QIIME2"
"Staphylococcus aureus","Koz130417_A",0,"QIIME2"
"Staphylococcus aureus","Koz130417_B",0,"QIIME2"
"Staphylococcus aureus","Koz130417_C",0,"QIIME2"
"Staphylococcus aureus","Koz130422_A",0,"QIIME2"
"Staphylococcus aureus","Koz130422_B",0,"QIIME2"
"Staphylococcus aureus","Koz130422_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz121203_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz121203_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz121203_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz121205_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz121205_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz121205_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz121207_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz121207_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz121207_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz130125_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz130125_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz130125_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz130211_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz130211_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz130211_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz130220_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz130220_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz130220_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz130306_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz130306_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz130306_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz130401_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz130401_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz130401_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz130403_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz130403_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz130403_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz130417_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz130417_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz130417_C",0,"QIIME2"
"Staphylococcus epidermidis","Koz130422_A",0,"QIIME2"
"Staphylococcus epidermidis","Koz130422_B",0,"QIIME2"
"Staphylococcus epidermidis","Koz130422_C",0,"QIIME2"
"Streptococcus agalactiae","Koz121203_A",0,"QIIME2"
"Streptococcus agalactiae","Koz121203_B",0,"QIIME2"
"Streptococcus agalactiae","Koz121203_C",0,"QIIME2"
"Streptococcus agalactiae","Koz121205_A",0,"QIIME2"
"Streptococcus agalactiae","Koz121205_B",0,"QIIME2"
"Streptococcus agalactiae","Koz121205_C",0,"QIIME2"
"Streptococcus agalactiae","Koz121207_A",0,"QIIME2"
"Streptococcus agalactiae","Koz121207_B",0,"QIIME2"
"Streptococcus agalactiae","Koz121207_C",0,"QIIME2"
"Streptococcus agalactiae","Koz130125_A",0.0459434742847189,"QIIME2"
"Streptococcus agalactiae","Koz130125_B",0.0430330909630509,"QIIME2"
"Streptococcus agalactiae","Koz130125_C",0.0410479972375691,"QIIME2"
"Streptococcus agalactiae","Koz130211_A",0.0435554105181574,"QIIME2"
"Streptococcus agalactiae","Koz130211_B",0.0406674346353894,"QIIME2"
"Streptococcus agalactiae","Koz130211_C",0.0357795413019171,"QIIME2"
"Streptococcus agalactiae","Koz130220_A",0.0245284989036015,"QIIME2"
"Streptococcus agalactiae","Koz130220_B",0.0248884973294422,"QIIME2"
"Streptococcus agalactiae","Koz130220_C",0.0186341180525541,"QIIME2"
"Streptococcus agalactiae","Koz130306_A",0.0248795910528026,"QIIME2"
"Streptococcus agalactiae","Koz130306_B",0.0246823824496992,"QIIME2"
"Streptococcus agalactiae","Koz130306_C",0.0169863357151811,"QIIME2"
"Streptococcus agalactiae","Koz130401_A",0.010672812836286,"QIIME2"
"Streptococcus agalactiae","Koz130401_B",0.00897441382851275,"QIIME2"
"Streptococcus agalactiae","Koz130401_C",0.00985976081906565,"QIIME2"
"Streptococcus agalactiae","Koz130403_A",0.0213094386506532,"QIIME2"
"Streptococcus agalactiae","Koz130403_B",0.0199054148014918,"QIIME2"
"Streptococcus agalactiae","Koz130403_C",0.0175233438392883,"QIIME2"
"Streptococcus agalactiae","Koz130417_A",0.0202612931798051,"QIIME2"
"Streptococcus agalactiae","Koz130417_B",0.0190760472058039,"QIIME2"
"Streptococcus agalactiae","Koz130417_C",0.0180862532013135,"QIIME2"
"Streptococcus agalactiae","Koz130422_A",0.0324530180226716,"QIIME2"
"Streptococcus agalactiae","Koz130422_B",0.0298052100445905,"QIIME2"
"Streptococcus agalactiae","Koz130422_C",0.02591719871681,"QIIME2"
"Streptococcus mutans","Koz121203_A",0,"QIIME2"
"Streptococcus mutans","Koz121203_B",0,"QIIME2"
"Streptococcus mutans","Koz121203_C",0,"QIIME2"
"Streptococcus mutans","Koz121205_A",0.0123227156475238,"QIIME2"
"Streptococcus mutans","Koz121205_B",0.0162544169611307,"QIIME2"
"Streptococcus mutans","Koz121205_C",0,"QIIME2"
"Streptococcus mutans","Koz121207_A",0.0163855421686747,"QIIME2"
"Streptococcus mutans","Koz121207_B",0,"QIIME2"
"Streptococcus mutans","Koz121207_C",0,"QIIME2"
"Streptococcus mutans","Koz130125_A",0.0497757261681836,"QIIME2"
"Streptococcus mutans","Koz130125_B",0.0551268734233566,"QIIME2"
"Streptococcus mutans","Koz130125_C",0.0538242403314917,"QIIME2"
"Streptococcus mutans","Koz130211_A",0.0493988313158405,"QIIME2"
"Streptococcus mutans","Koz130211_B",0.0501274129926345,"QIIME2"
"Streptococcus mutans","Koz130211_C",0.0506967738416646,"QIIME2"
"Streptococcus mutans","Koz130220_A",0.043612297564056,"QIIME2"
"Streptococcus mutans","Koz130220_B",0.0445368280013949,"QIIME2"
"Streptococcus mutans","Koz130220_C",0.0473676435992406,"QIIME2"
"Streptococcus mutans","Koz130306_A",0.0393138906125343,"QIIME2"
"Streptococcus mutans","Koz130306_B",0.0387320743743071,"QIIME2"
"Streptococcus mutans","Koz130306_C",0.0441447733662852,"QIIME2"
"Streptococcus mutans","Koz130401_A",0.0366842806893561,"QIIME2"
"Streptococcus mutans","Koz130401_B",0.0360581037138456,"QIIME2"
"Streptococcus mutans","Koz130401_C",0.0408672459778026,"QIIME2"
"Streptococcus mutans","Koz130403_A",0.0417388276043824,"QIIME2"
"Streptococcus mutans","Koz130403_B",0.0462984777874189,"QIIME2"
"Streptococcus mutans","Koz130403_C",0.0440543167692716,"QIIME2"
"Streptococcus mutans","Koz130417_A",0.0427646147032772,"QIIME2"
"Streptococcus mutans","Koz130417_B",0.0405440132840453,"QIIME2"
"Streptococcus mutans","Koz130417_C",0.0488998697665144,"QIIME2"
"Streptococcus mutans","Koz130422_A",0.044967457760831,"QIIME2"
"Streptococcus mutans","Koz130422_B",0.0475049529807939,"QIIME2"
"Streptococcus mutans","Koz130422_C",0.0483860855390338,"QIIME2"
"Streptococcus pneumoniae","Koz121203_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz121203_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz121203_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz121205_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz121205_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz121205_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz121207_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz121207_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz121207_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz130125_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz130125_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz130125_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz130211_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz130211_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz130211_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz130220_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz130220_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz130220_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz130306_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz130306_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz130306_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz130401_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz130401_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz130401_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz130403_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz130403_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz130403_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz130417_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz130417_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz130417_C",0,"QIIME2"
"Streptococcus pneumoniae","Koz130422_A",0,"QIIME2"
"Streptococcus pneumoniae","Koz130422_B",0,"QIIME2"
"Streptococcus pneumoniae","Koz130422_C",0,"QIIME2"
